Gene,seqnames,start,end,width,strand,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,gene_symbol,Peak
ENSMUST00000119954,chr7,92670299,92670489,191,*,41.4853156897246,9.33580523512268,3.71991850659961,2.5096800423342,0.0120840596961073,0.800317952789978,Promoter (<=1kb),7,92643543,92669934,26392,2,74737,ENSMUST00000119954.8,-365,Pcf11,chr7_92670299_92670489
ENSMUST00000098182,chr7,104104011,104104221,211,*,38.1662880815873,-8.85698886870598,3.53249631847261,-2.50728891701594,0.012166122273435,0.800317952789978,Promoter (2-3kb),7,104106281,104107219,939,1,259058,ENSMUST00000098182.3,-2060,Olfr646,chr7_104104011_104104221
ENSMUST00000145357,chr17,24902822,24902985,164,*,54.8037566181672,9.30114491108996,3.71821657290756,2.50150703400708,0.0123665985803284,0.800317952789978,Promoter (<=1kb),17,24901818,24903081,1264,2,30957,ENSMUST00000145357.1,96,Mapk8ip3,chr17_24902822_24902985
ENSMUST00000134395,chr8,84838640,84838798,159,*,59.8040078049087,9.29087914725101,3.71710931811196,2.49949042444901,0.0124372060211895,0.800317952789978,Promoter (<=1kb),8,84837722,84838666,945,2,19358,ENSMUST00000134395.7,0,Rad23a,chr8_84838640_84838798
ENSMUST00000131443,chr2,58157003,58157275,273,*,26.0112230752954,-8.1201405175911,3.24913815534117,-2.49916751131146,0.0124485452624561,0.800317952789978,Promoter (<=1kb),2,58134066,58156797,22732,2,227929,ENSMUST00000131443.7,-206,Cytip,chr2_58157003_58157275
ENSMUST00000127215,chr8,84971088,84971241,154,*,51.9292973207201,9.28531153158677,3.71786950476308,2.49748182922802,0.0125078875252652,0.800317952789978,Promoter (<=1kb),8,84971456,84974311,2856,1,21672,ENSMUST00000127215.1,-215,Prdx2,chr8_84971088_84971241
ENSMUST00000200928,chr5,149274777,149275102,326,*,15.4805485363604,-8.10695672545991,3.25592917135998,-2.4899057377448,0.0127776979265575,0.800317952789978,Intron (ENSMUST00000071130.4/11690, intron 2 of 4),5,149279011,149287750,8740,1,11690,ENSMUST00000200928.1,-3909,Alox5ap,chr5_149274777_149275102
ENSMUST00000217639,chr9,123481226,123481409,184,*,41.1122667976686,8.91441975544048,3.58331104715876,2.4877605204016,0.012855026275137,0.800317952789978,Promoter (<=1kb),9,123480610,123516808,36199,1,29806,ENSMUST00000217639.1,616,Limd1,chr9_123481226_123481409
ENSMUST00000143433,chr4,48279905,48280128,224,*,23.1350243886485,8.0649018911138,3.24597507452334,2.48458528052564,0.0129702437511569,0.800317952789978,Promoter (<=1kb),4,48279826,48427351,147526,1,16348,ENSMUST00000143433.1,79,Invs,chr4_48279905_48280128
ENSMUST00000141510,chr5,124091986,124092178,193,*,52.6117030030897,9.23349453434677,3.71831175899974,2.48324915521087,0.0130189991436942,0.800317952789978,Promoter (1-2kb),5,124071711,124090262,18552,2,56325,ENSMUST00000141510.7,-1724,Abcb9,chr5_124091986_124092178
ENSMUST00000193559,chr3,82357866,82358111,246,*,54.5272427270064,-9.23033432702968,3.71994137445428,-2.48131177292647,0.0130899824201492,0.800317952789978,Promoter (<=1kb),3,82358044,82383592,25549,1,213582,ENSMUST00000193559.5,0,Map9,chr3_82357866_82358111
ENSMUST00000219979,chr10,75939921,75940122,202,*,33.5359310147652,8.84136085060085,3.56454068169038,2.48036469215105,0.0131248066727426,0.800317952789978,Promoter (<=1kb),10,75938176,75940611,2436,2,333670,ENSMUST00000219979.1,489,Gm867,chr10_75939921_75940122
ENSMUST00000097844,chr4,135852068,135852253,186,*,46.3939578498998,9.21958347938927,3.71993931738688,2.47842308510175,0.0131964559963131,0.800317952789978,Distal Intergenic,4,135855747,135865815,10069,1,14105,ENSMUST00000097844.8,-3494,Srsf10,chr4_135852068_135852253
ENSMUST00000054052,chr8,122286983,122287221,239,*,44.6241493891425,9.21518744299424,3.71884454354328,2.47797059949543,0.0132132032594486,0.800317952789978,Intron (ENSMUST00000127664.1/108148, intron 1 of 15),8,122282141,122337251,55111,1,22761,ENSMUST00000054052.14,4842,Zfpm1,chr8_122286983_122287221
ENSMUST00000100514,chr5,139389791,139389952,162,*,49.660861734937,9.20661295952517,3.71828188216952,2.47603953957179,0.0132848864803727,0.800317952789978,Promoter (<=1kb),5,139389785,139396414,6630,1,80290,ENSMUST00000100514.2,6,Gpr146,chr5_139389791_139389952
ENSMUST00000153115,chr1,97659296,97659673,378,*,19.9896367655632,-8.04476066297496,3.25246687421206,-2.47343354263182,0.0133821690864107,0.800317952789978,Promoter (2-3kb),1,97643903,97661676,17774,2,52392,ENSMUST00000153115.7,2003,Macir,chr1_97659296_97659673
ENSMUST00000196157,chr11,78074073,78074248,176,*,44.2076148711803,9.19651538199364,3.7189370366264,2.47288816439231,0.0134026077008944,0.800317952789978,Promoter (<=1kb),11,78073170,78073241,72,2,102466649,ENSMUST00000196157.1,-832,Mir451b,chr11_78074073_78074248
ENSMUST00000040562,chr15,18821488,18821658,171,*,24.4009127801923,-8.00841697055022,3.24320056753678,-2.46929439107512,0.0135379792666417,0.800317952789978,Promoter (1-2kb),15,18820329,19014236,193908,1,320873,ENSMUST00000040562.13,1159,Cdh10,chr15_18821488_18821658
ENSMUST00000165937,chr2,163229210,163229407,198,*,45.8438619729898,-9.17687470098644,3.7199142194882,-2.46695868762507,0.0136266078029311,0.800317952789978,Intron (ENSMUST00000109428.8/269389, intron 1 of 8),2,163225454,163323102,97649,1,269389,ENSMUST00000165937.7,3756,Tox2,chr2_163229210_163229407
ENSMUST00000156396,chr7,66839363,66839725,363,*,38.3629713471501,-8.71152493555913,3.53465271659352,-2.46460561589619,0.0137164132724882,0.800317952789978,Promoter (<=1kb),7,66839735,66969555,129821,1,233332,ENSMUST00000156396.7,-10,Adamts17,chr7_66839363_66839725
ENSMUST00000040081,chr10,80332213,80332371,159,*,43.7913262452481,9.15335290251803,3.71925073605829,2.46107443463704,0.0138521623973941,0.800317952789978,Promoter (2-3kb),10,80330202,80335582,5381,1,70335,ENSMUST00000040081.6,2011,Reep6,chr10_80332213_80332371
ENSMUST00000054781,chr7,6410129,6410366,238,*,36.596496774042,-9.1530500457469,3.72097391358328,-2.45985332289861,0.0138993808469091,0.800317952789978,Promoter (<=1kb),7,6410277,6441691,31415,1,100042450,ENSMUST00000054781.6,0,Gm20715,chr7_6410129_6410366
ENSMUST00000143928,chr15,80098052,80098214,163,*,41.3052122541698,9.14749482217441,3.72004364225784,2.45897513627621,0.0139334267177692,0.800317952789978,Promoter (<=1kb),15,80097870,80111662,13793,1,20972,ENSMUST00000143928.1,182,Syngr1,chr15_80098052_80098214
ENSMUST00000117269,chr12,111164585,111164744,160,*,19.098887485611,-7.99149892106121,3.25019313994679,-2.45877662556141,0.0139411328502214,0.800317952789978,Promoter (1-2kb),12,111166370,111267153,100784,1,22031,ENSMUST00000117269.7,-1626,Traf3,chr12_111164585_111164744
ENSMUST00000171347,chr13,60897400,60897671,272,*,59.1701158707701,-9.13774809125383,3.71866251441153,-2.4572673792905,0.0139998445305518,0.800317952789978,Promoter (<=1kb),13,60895362,60897405,2044,2,13025,ENSMUST00000171347.8,0,Ctla2b,chr13_60897400_60897671
ENSMUST00000044451,chr19,6102563,6102728,166,*,60.0268399926699,9.12792016590385,3.71704980618261,2.45568949620241,0.0140614595351515,0.800317952789978,Distal Intergenic,19,6105782,6115792,10011,1,381204,ENSMUST00000044451.3,-3054,Naaladl1,chr19_6102563_6102728
ENSMUST00000009728,chr15,80087669,80087932,264,*,32.2856978795506,8.77586469951138,3.57420221514628,2.45533525280752,0.0140753252938234,0.800317952789978,Intron (ENSMUST00000185306.2/27367, intron 1 of 3),15,80091334,80113441,22108,1,20972,ENSMUST00000009728.12,-3402,Syngr1,chr15_80087669_80087932
ENSMUST00000037813,chr10,74966747,74967110,364,*,32.5024273264738,-9.14209773201332,3.72476617197378,-2.45440849436432,0.0141116574728047,0.800317952789978,Promoter (<=1kb),10,74967177,75016907,49731,1,14687,ENSMUST00000037813.4,-67,Gnaz,chr10_74966747_74967110
ENSMUST00000132836,chr15,103251709,103251872,164,*,47.1973059432697,9.12350816852022,3.71849434629118,2.45354902250154,0.0141454257229451,0.800317952789978,Promoter (<=1kb),15,103249069,103251687,2619,2,18022,ENSMUST00000132836.7,-22,Nfe2,chr15_103251709_103251872
ENSMUST00000102881,chr11,17008615,17008771,157,*,34.2477134631886,-9.13198387951823,3.72406160951817,-2.45215703633317,0.0142002674838874,0.800317952789978,Promoter (<=1kb),11,16971206,17008702,37497,2,56193,ENSMUST00000102881.9,0,Plek,chr11_17008615_17008771
ENSMUST00000024840,chr17,68004155,68004382,228,*,37.9149928127797,-9.11670309539909,3.72104490107323,-2.45003845365307,0.0142840959049202,0.800317952789978,Promoter (<=1kb),17,67842713,68004120,161408,2,268970,ENSMUST00000024840.11,-35,Arhgap28,chr17_68004155_68004382
ENSMUST00000166409,chr5,64811658,64811811,154,*,39.3759767083379,9.10175492413271,3.72001637735753,2.44669754131514,0.0144171768094929,0.800317952789978,Promoter (<=1kb),5,64812339,64829482,17144,1,16599,ENSMUST00000166409.5,-528,Klf3,chr5_64811658_64811811
ENSMUST00000163548,chr1,87706447,87706628,182,*,51.8943518239728,9.09275522502926,3.71792514112374,2.44565312099882,0.0144590036933699,0.800317952789978,Promoter (2-3kb),1,87709341,87712159,2819,1,16331,ENSMUST00000163548.1,-2713,Inpp5d,chr1_87706447_87706628
ENSMUST00000205893,chr7,98175479,98175635,157,*,50.2965860744228,9.0798088904181,3.71840658431692,2.44185477960208,0.0146120230958998,0.800317952789978,Promoter (1-2kb),7,98177194,98179401,2208,1,330599,ENSMUST00000205893.1,-1559,Gm16938,chr7_98175479_98175635
ENSMUST00000131960,chr7,103825966,103826251,286,*,49.9534028405288,9.07698952534703,3.7187576907783,2.44086608489065,0.0146520869313857,0.800317952789978,Promoter (1-2kb),7,103826728,103827725,998,2,15129,ENSMUST00000131960.2,1474,Hbb-bs,chr7_103825966_103826251
ENSMUST00000133984,chr13,91541081,91541284,204,*,43.848622630091,-9.0789123893803,3.7221391387242,-2.43916523563711,0.014721235267753,0.800317952789978,Promoter (1-2kb),13,91539343,91657776,118434,1,66970,ENSMUST00000133984.1,1738,Ssbp2,chr13_91541081_91541284
ENSMUST00000124804,chr2,93462869,93463028,160,*,35.8174357004143,9.06527240190335,3.72102983159883,2.43622674694017,0.0148413779712488,0.800317952789978,Promoter (<=1kb),2,93437388,93462912,25525,2,12521,ENSMUST00000124804.2,0,Cd82,chr2_93462869_93463028
ENSMUST00000067230,chr13,28953604,28953859,256,*,38.6642142436767,-9.06331205667991,3.72123370976961,-2.43556647164766,0.0148684924931887,0.800317952789978,Promoter (<=1kb),13,28948919,28953713,4795,2,20677,ENSMUST00000067230.5,0,Sox4,chr13_28953604_28953859
ENSMUST00000088217,chrX,77509115,77509470,356,*,17.6926272525213,-7.94062269337218,3.26037079356381,-2.43549681804521,0.01487135539541,0.800317952789978,Promoter (1-2kb),20,77511013,77662983,151971,1,21372,ENSMUST00000088217.11,-1543,Tbl1x,chrX_77509115_77509470
ENSMUST00000190005,chr1,75317324,75317481,158,*,42.4713581522697,8.89245141537812,3.65131698186566,2.43540932204535,0.0148749523440898,0.800317952789978,Promoter (<=1kb),1,75316347,75317372,1026,2,13437,ENSMUST00000190005.1,0,Dnpep,chr1_75317324_75317481
ENSMUST00000058178,chr6,67532732,67532990,259,*,44.0976750879356,-9.02460041558373,3.72028972597558,-2.42577892591878,0.0152755723466303,0.800317952789978,Promoter (2-3kb),6,67534062,67535796,1735,2,56753,ENSMUST00000058178.5,2806,Tacstd2,chr6_67532732_67532990
ENSMUST00000163132,chr17,24860202,24860373,172,*,42.8305696173524,9.02155612864608,3.71999060817533,2.42515561969958,0.0153018258883421,0.800317952789978,Promoter (2-3kb),17,24858201,24864446,6246,1,14651,ENSMUST00000163132.1,2001,Hagh,chr17_24860202_24860373
ENSMUST00000038259,chr2,180456116,180456285,170,*,26.4021023719319,-8.6769233349827,3.57845326514233,-2.42476922068663,0.0153181208809053,0.800317952789978,Promoter (<=1kb),2,180456245,180474867,18623,1,108115,ENSMUST00000038259.12,0,Slco4a1,chr2_180456116_180456285
ENSMUST00000171172,chr17,46156823,46156977,155,*,45.9396595278758,9.0159702571363,3.71906967895023,2.42425419135497,0.0153398641457805,0.800317952789978,Distal Intergenic,17,46147387,46153553,6167,2,66591,ENSMUST00000171172.2,-3270,Mad2l1bp,chr17_46156823_46156977
ENSMUST00000042985,chr7,35119078,35119281,204,*,23.0371491819246,-8.51804114498004,3.51507953900294,-2.42328546209688,0.0153808351220813,0.800317952789978,Promoter (<=1kb),7,35119303,35121928,2626,1,12606,ENSMUST00000042985.10,-22,Cebpa,chr7_35119078_35119281
ENSMUST00000004774,chr6,55339532,55339700,169,*,39.2769922209378,9.00359685833523,3.72047171903132,2.42001486324413,0.0155198727280052,0.800317952789978,Intron (ENSMUST00000004774.3/11826, intron 1 of 3),6,55336432,55348555,12124,1,11826,ENSMUST00000004774.3,3100,Aqp1,chr6_55339532_55339700
ENSMUST00000220138,chr10,80695223,80695475,253,*,38.1208112306838,-9.00892698362554,3.72277069905742,-2.4199521571142,0.0155225492220941,0.800317952789978,Promoter (1-2kb),10,80691218,80693736,2519,2,208228,ENSMUST00000220138.1,-1487,Mob3a,chr10_80695223_80695475
ENSMUST00000128405,chr11,102365094,102365460,367,*,44.6018166675806,8.97923531114139,3.72044192842831,2.41348621585249,0.0158007255374399,0.800317952789978,Promoter (<=1kb),11,102360195,102365247,5053,2,20533,ENSMUST00000128405.1,0,Slc4a1,chr11_102365094_102365460
ENSMUST00000127638,chr11,100939711,100939870,160,*,77.6940107692136,10.1754906271288,4.21878592142821,2.41194761162094,0.0158675613204733,0.800317952789978,Promoter (<=1kb),11,100886810,100939540,52731,2,20848,ENSMUST00000127638.7,-171,Stat3,chr11_100939711_100939870
ENSMUST00000031937,chr6,40890861,40891466,606,*,45.5079671832251,-8.97164225634589,3.72172619150823,-2.41061319256001,0.0159257286431818,0.800317952789978,5' UTR,6,40878794,40887494,8701,2,194357,ENSMUST00000031937.3,-3367,Moxd2,chr6_40890861_40891466
ENSMUST00000181700,chr13,59738565,59738794,230,*,39.5257870359465,8.96594045840186,3.72032727601202,2.40998702351069,0.0159530879238766,0.800317952789978,Intron (ENSMUST00000224724.1/ENSMUST00000224724.1, intron 1 of 2),13,59733650,59737470,3821,1,75223,ENSMUST00000181700.1,4915,4930528D03Rik,chr13_59738565_59738794
ENSMUST00000125980,chr11,116151048,116151207,160,*,34.9859030405833,8.96913451764023,3.72212480440123,2.40968129468272,0.0159664611793833,0.800317952789978,Promoter (<=1kb),11,116143242,116150795,7554,2,217335,ENSMUST00000125980.1,-253,Fbf1,chr11_116151048_116151207
ENSMUST00000170278,chr14,73175890,73176181,292,*,27.7832920547332,-8.59460123797573,3.56694551049156,-2.40951290472371,0.0159738311375923,0.800317952789978,Promoter (1-2kb),14,73174451,73182682,8232,1,105670,ENSMUST00000170278.1,1439,Rcbtb2,chr14_73175890_73176181
ENSMUST00000228240,chr14,55542340,55542566,227,*,50.7348158178775,8.95502532038956,3.71827481821316,2.40838177870159,0.016023414936782,0.800317952789978,Promoter (<=1kb),14,55542401,55548848,6448,1,74551,ENSMUST00000228240.1,0,Pck2,chr14_55542340_55542566
ENSMUST00000026175,chr11,121433307,121433717,411,*,32.7130038875678,8.57620988164261,3.56147704155131,2.40804862184566,0.0160380449023578,0.800317952789978,Promoter (1-2kb),11,121434913,121450491,15579,1,63828,ENSMUST00000026175.8,-1196,Fn3k,chr11_121433307_121433717
ENSMUST00000137181,chr7,66267307,66267463,157,*,38.1787978504836,8.95532747830535,3.72121242855445,2.40656174573301,0.016103481558603,0.800317952789978,Promoter (1-2kb),7,66258752,66265571,6820,2,233328,ENSMUST00000137181.7,-1736,Lrrk1,chr7_66267307_66267463
ENSMUST00000159395,chr1,172526826,172526993,168,*,38.8210415180075,-8.95213606719163,3.72078307642712,-2.40598172032859,0.0161290717413428,0.800317952789978,Promoter (<=1kb),1,172526410,172532685,6276,1,71870,ENSMUST00000159395.1,416,Cfap45,chr1_172526826_172526993
ENSMUST00000161988,chr1,54250573,54250816,244,*,37.0585322113502,-8.95131125059662,3.72208964796635,-2.40491554401098,0.0161762037003088,0.800317952789978,Promoter (<=1kb),1,54250683,54278961,28279,1,78016,ENSMUST00000161988.1,0,Ccdc150,chr1_54250573_54250816
ENSMUST00000095606,chr17,23564401,23564611,211,*,19.7859464248267,7.7916718150543,3.24183371627341,2.4034767039227,0.0162400017188284,0.800317952789978,Promoter (<=1kb),17,23556767,23564238,7472,2,449521,ENSMUST00000095606.4,-163,Zfp213,chr17_23564401_23564611
ENSMUST00000042710,chr18,60500046,60500258,213,*,37.1461277341476,-8.93703979731314,3.7221667196241,-2.40103156857404,0.0163489260166959,0.800317952789978,Promoter (1-2kb),18,60474191,60501987,27797,2,106878,ENSMUST00000042710.7,1729,Smim3,chr18_60500046_60500258
ENSMUST00000021154,chr11,72550247,72550498,252,*,27.1868252991618,-8.51803894907507,3.5552810639715,-2.39588341844339,0.0165803629598873,0.800317952789978,Promoter (<=1kb),11,72498160,72550301,52142,2,77577,ENSMUST00000021154.6,0,Spns3,chr11_72550247_72550498
ENSMUST00000147914,chr10,59875528,59875704,177,*,42.0497493612403,8.91141800985963,3.7198753365894,2.39562275708684,0.0165921572356909,0.800317952789978,Distal Intergenic,10,59879556,59899302,19747,1,56709,ENSMUST00000147914.7,-3852,Dnajb12,chr10_59875528_59875704
ENSMUST00000180350,chr10,80604131,80604289,159,*,32.7345242466219,8.91547650305899,3.72187552604242,2.39542575797506,0.016601075841552,0.800317952789978,Promoter (1-2kb),10,80602957,80614963,12007,1,56214,ENSMUST00000180350.2,1174,Scamp4,chr10_80604131_80604289
ENSMUST00000200083,chr1,139454324,139454523,200,*,22.2714576151038,7.7528762853598,3.23758349283582,2.39464906542658,0.0166362795435069,0.800317952789978,Promoter (<=1kb),1,139454772,139494088,39317,1,12316,ENSMUST00000200083.4,-249,Aspm,chr1_139454324_139454523
ENSMUST00000046941,chr8,31111614,31111776,163,*,43.5078583266279,-8.89387603420112,3.72050087544281,-2.39050502390826,0.0168252189519368,0.800317952789978,Promoter (<=1kb),8,31111820,31131482,19663,1,68867,ENSMUST00000046941.7,-44,Rnf122,chr8_31111614_31111776
