Gene;seqnames;start;end;width;strand;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;annotation;geneChr;geneStart;geneEnd;geneLength;geneStrand;geneId;transcriptId;distanceToTSS;gene_symbol;Peak
ENSMUST00000184003;chr6;83395954;83396115;162;*;56,0207772821528;9,4585122732654;3,53910122470569;2,67257466591732;0,00752716212879597;0,850431579053377;Intron (ENSMUST00000089622.10/194388, intron 3 of 10);6;83400996;83401102;107;2;102465194;ENSMUST00000184003.1;4987;Mir6374;chr6_83395954_83396115
ENSMUST00000176267;chr8;4493214;4493503;290;*;28,7918720707169;-8,66221708930361;3,24230552925695;-2,67162271141324;0,00754854671564931;0,850431579053377;Promoter (<=1kb);8;4493449;4525122;31674;1;67260;ENSMUST00000176267.8;0;Cers4;chr8_4493214_4493503
ENSMUST00000063138;chr10;56106683;56106944;262;*;28,7950110810444;-8,61637227528671;3,24334038027637;-2,65663521710062;0,00789247926694668;0,850431579053377;Promoter (<=1kb);10;56106917;56116880;9964;1;73390;ENSMUST00000063138.7;0;Msl3l2;chr10_56106683_56106944
ENSMUST00000126237;chr11;102375864;102376112;249;*;75,3631406384687;9,86487252367117;3,71650852951841;2,65433872822283;0,00794640140438919;0,850431579053377;Promoter (<=1kb);11;102375549;102377020;1472;2;105463053;ENSMUST00000126237.1;908;Bloodlinc;chr11_102375864_102376112
ENSMUST00000131736;chr10;81362670;81362836;167;*;71,9173428213952;9,84621834114005;3,71586833758414;2,64977589263605;0,00805451791426;0,850431579053377;Promoter (2-3kb);10;81363067;81364854;1788;2;432479;ENSMUST00000131736.7;2018;4930404N11Rik;chr10_81362670_81362836
ENSMUST00000159136;chr9;108079665;108079847;183;*;54,894000021818;9,45358469109267;3,58088888854594;2,64001061896434;0,0082903429534291;0,850431579053377;Promoter (<=1kb);9;108055899;108079728;23830;2;84585;ENSMUST00000159136.7;0;Rnf123;chr9_108079665_108079847
ENSMUST00000125446;chr2;66256511;66256800;290;*;45,2708382615907;-9,3381680489615;3,53953621262147;-2,63824622436775;0,00833360487825217;0,850431579053377;Promoter (<=1kb);2;66184643;66256592;71950;2;73668;ENSMUST00000125446.2;0;Ttc21b;chr2_66256511_66256800
ENSMUST00000044451;chr19;6102563;6102728;166;*;60,0268399926699;9,80011073996018;3,71651096468726;2,63691156385027;0,00836646402423235;0,850431579053377;Distal Intergenic;19;6105782;6115792;10011;1;381204;ENSMUST00000044451.3;-3054;Naaladl1;chr19_6102563_6102728
ENSMUST00000046977;chr3;151437772;151437972;201;*;30,2478673609759;-8,59590673728343;3,26224904920892;-2,63496336656697;0,00841463642127979;0,850431579053377;Promoter (<=1kb);3;151437887;151545086;107200;1;170757;ENSMUST00000046977.11;0;Adgrl4;chr3_151437772_151437972
ENSMUST00000035211;chr9;108080245;108080397;153;*;68,9211131463147;9,78836276250216;3,71588192857807;2,63419639015489;0,00843366913498656;0,850431579053377;Promoter (<=1kb);9;108080436;108085003;4568;1;15235;ENSMUST00000035211.13;-39;Mst1;chr9_108080245_108080397
ENSMUST00000105389;chr10;78298115;78298306;192;*;69,6980172528945;-9,37315668031551;3,56770834213459;-2,62722055208904;0,00860855173193448;0,850431579053377;Promoter (<=1kb);10;78271563;78298198;26636;2;28169;ENSMUST00000105389.7;0;Agpat3;chr10_78298115_78298306
ENSMUST00000109863;chr2;151970935;151971147;213;*;29,2092893063367;-8,48771723823244;3,23829671342486;-2,62104371197528;0,00876610212965256;0,850431579053377;Promoter (2-3kb);2;151969737;151973394;3658;2;73847;ENSMUST00000109863.1;2247;Fam110a;chr2_151970935_151971147
ENSMUST00000177320;chr9;50803163;50803400;238;*;70,6376796107739;9,73220945077774;3,71587516458666;2,61908945260822;0,00881648250358105;0,850431579053377;Promoter (1-2kb);9;50802069;50842763;40695;1;102580;ENSMUST00000177320.1;1094;Alg9;chr9_50803163_50803400
ENSMUST00000210325;chr10;82047975;82048159;185;*;32,2751609193301;-8,47472426347886;3,23741478763482;-2,61774434831389;0,00885130913580216;0,850431579053377;Promoter (<=1kb);10;82048123;82061581;13459;1;408062;ENSMUST00000210325.1;0;Zfp873;chr10_82047975_82048159
ENSMUST00000181654;chr1;20890325;20890620;296;*;29,151205931696;-8,4869051946703;3,24965458375824;-2,61163301388641;0,0090110926255053;0,850431579053377;Promoter (<=1kb);1;20888650;20890473;1824;2;77741;ENSMUST00000181654.1;0;6720483E21Rik;chr1_20890325_20890620
ENSMUST00000134395;chr8;84838640;84838798;159;*;59,8040078049087;9,67812091987244;3,71677564364323;2,60390237339853;0,00921690067063961;0,850431579053377;Promoter (<=1kb);8;84837722;84838666;945;2;19358;ENSMUST00000134395.7;0;Rad23a;chr8_84838640_84838798
ENSMUST00000138453;chr7;13302872;13303094;223;*;64,8213127402585;-9,62979352497943;3,71720549398304;-2,59060026155858;0,00958087083267238;0,850431579053377;Promoter (<=1kb);7;13302812;13306011;3200;1;16881;ENSMUST00000138453.1;60;Lig1;chr7_13302872_13303094
ENSMUST00000058902;chr11;30025994;30026244;251;*;57,7401222336227;-9,60728066488682;3,71789305356276;-2,58406590143318;0,00976431351243858;0,850431579053377;Promoter (<=1kb);11;29743048;30026033;282986;2;237711;ENSMUST00000058902.5;0;Eml6;chr11_30025994_30026244
ENSMUST00000195708;chr3;79287090;79287457;368;*;27,3386328078122;-8,35354494411028;3,24364368462658;-2,57535837974508;0,0100136271371929;0,850431579053377;Promoter (<=1kb);3;79062531;79286517;223987;2;76089;ENSMUST00000195708.1;-573;Rapgef2;chr3_79287090_79287457
ENSMUST00000196604;chr5;48331480;48331697;218;*;67,3698486029658;-9,54882448595032;3,71691625228327;-2,56901792718213;0,0101987181255873;0,850431579053377;Intron (ENSMUST00000196604.1/66768, intron 1 of 6);5;48327952;48380205;52254;1;66768;ENSMUST00000196604.1;3528;5730480H06Rik;chr5_48331480_48331697
ENSMUST00000219584;chr10;12868134;12868406;273;*;22,0392365364472;-8,31946547303628;3,24996309011748;-2,55986460225785;0,0104712951100452;0,850431579053377;Promoter (<=1kb);10;12720825;12868171;147347;2;22288;ENSMUST00000219584.1;0;Utrn;chr10_12868134_12868406
ENSMUST00000228240;chr14;55542340;55542566;227;*;50,7348158178775;9,51193609102874;3,71773851637655;2,55852746209258;0,010511651724266;0,850431579053377;Promoter (<=1kb);14;55542401;55548848;6448;1;74551;ENSMUST00000228240.1;0;Pck2;chr14_55542340_55542566
ENSMUST00000181308;chr1;150165033;150165193;161;*;63,8652419343222;-9,48101037504401;3,71727182954129;-2,55052920792558;0,0107559511032755;0,850431579053377;Promoter (<=1kb);1;150159043;150164948;5906;2;102639566;ENSMUST00000181308.1;-85;Ptgs2os2;chr1_150165033_150165193
ENSMUST00000110305;chr15;39943972;39944201;230;*;22,1384797558916;-8,28917049156476;3,25355751863891;-2,54772520358959;0,0108427843423898;0,850431579053377;Promoter (<=1kb);15;39870603;39943994;73392;2;239393;ENSMUST00000110305.2;0;Lrp12;chr15_39943972_39944201
ENSMUST00000163548;chr1;87706447;87706628;182;*;51,8943518239728;9,46843209622517;3,71755003292883;2,54695485261985;0,0108667491017089;0,850431579053377;Promoter (2-3kb);1;87709341;87712159;2819;1;16331;ENSMUST00000163548.1;-2713;Inpp5d;chr1_87706447_87706628
ENSMUST00000173533;chr3;157571640;157572427;788;*;18,8034117244923;-8,26107743021537;3,24631956104701;-2,54475176422588;0,0109355447638189;0,850431579053377;Intron (ENSMUST00000041175.12/19218, intron 1 of 2);3;157566900;157644756;77857;1;19218;ENSMUST00000173533.1;4740;Ptger3;chr3_157571640_157572427
ENSMUST00000224574;chr13;81783385;81783626;242;*;34,7679678617486;8,22301901463843;3,23424230911023;2,54248699656046;0,0110066696645612;0,850431579053377;Promoter (<=1kb);13;81783523;81792139;8617;1;12626;ENSMUST00000224574.1;0;Cetn3;chr13_81783385_81783626
ENSMUST00000156244;chr10;80421819;80421986;168;*;58,9035935946669;9,4436170712339;3,71695829013526;2,54068416540941;0,0110635809878083;0,850431579053377;Promoter (<=1kb);10;80420083;80421860;1778;2;21423;ENSMUST00000156244.1;0;Tcf3;chr10_80421819_80421986
ENSMUST00000145357;chr17;24902822;24902985;164;*;54,8037566181672;9,43856156030504;3,71803990868942;2,5385853277815;0,0111301657852288;0,850431579053377;Promoter (<=1kb);17;24901818;24903081;1264;2;30957;ENSMUST00000145357.1;96;Mapk8ip3;chr17_24902822_24902985
ENSMUST00000183603;chr8;122618776;122618938;163;*;47,1257219154321;9,42856601945682;3,71827994512961;2,53573323111586;0,0112212178570341;0,850431579053377;Intron (ENSMUST00000127664.1/108148, intron 1 of 15);8;122622265;122622375;111;2;102466643;ENSMUST00000183603.1;3437;Mir6396;chr8_122618776_122618938
ENSMUST00000127080;chr11;117781620;117781819;200;*;33,8485987228617;8,95518266792786;3,53966344698391;2,52995314443198;0,0114077759792078;0,850431579053377;Promoter (<=1kb);11;117782076;117784150;2075;1;217356;ENSMUST00000127080.7;-257;Tmc8;chr11_117781620_117781819
ENSMUST00000111669;chr1;159734938;159735397;460;*;25,9480485943594;-8,98608190215193;3,55259601686712;-2,52944096640528;0,0114244390906954;0,850431579053377;Promoter (2-3kb);1;159737510;159924397;186888;1;21960;ENSMUST00000111669.8;-2113;Tnr;chr1_159734938_159735397
ENSMUST00000205893;chr7;98175479;98175635;157;*;50,2965860744228;9,39802959168314;3,71806717296339;2,52766535796412;0,0114823738325011;0,850431579053377;Promoter (1-2kb);7;98177194;98179401;2208;1;330599;ENSMUST00000205893.1;-1559;Gm16938;chr7_98175479_98175635
ENSMUST00000141510;chr5;124091986;124092178;193;*;52,6117030030897;9,38757452223634;3,71811492108506;2,5248209701643;0,0115757243429827;0,850431579053377;Promoter (1-2kb);5;124071711;124090262;18552;2;56325;ENSMUST00000141510.7;-1724;Abcb9;chr5_124091986_124092178
ENSMUST00000131960;chr7;103825966;103826251;286;*;49,9534028405288;9,38247003204898;3,71842653084056;2,52323663093272;0,0116280125692664;0,850431579053377;Promoter (1-2kb);7;103826728;103827725;998;2;15129;ENSMUST00000131960.2;1474;Hbb-bs;chr7_103825966_103826251
ENSMUST00000147328;chr5;139818900;139819066;167;*;26,2206438868826;8,16348115414166;3,24063152141637;2,51910194052969;0,0117654588164962;0,850431579053377;Promoter (<=1kb);5;139813008;139819917;6910;2;231832;ENSMUST00000147328.1;851;Tmem184a;chr5_139818900_139819066
ENSMUST00000221067;chr13;20183571;20183852;282;*;16,1345459656515;-8,18884924837952;3,25714550829729;-2,51411833690547;0,0119330385734776;0,850431579053377;Promoter (1-2kb);13;20185207;20209211;24005;1;140580;ENSMUST00000221067.1;-1355;Elmo1;chr13_20183571_20183852
ENSMUST00000002989;chr8;70843470;70843675;206;*;54,8682406821984;9,34553195350483;3,71737610928843;2,51401302390511;0,0119366025695188;0,850431579053377;3' UTR;8;70835129;70839720;4592;2;70807;ENSMUST00000002989.10;-3750;Arrdc2;chr8_70843470_70843675
ENSMUST00000167118;chr7;28732828;28733055;228;*;18,7752114978699;-8,14288497774313;3,24290357103086;-2,51098584937407;0,0120394522934336;0,850431579053377;Promoter (<=1kb);7;28732500;28737482;4983;1;50760;ENSMUST00000167118.1;328;Fbxo17;chr7_28732828_28733055
ENSMUST00000124945;chr2;150362722;150362877;156;*;36,3129575493982;-8,84650321792594;3,52520694793046;-2,50949897370407;0,0120902566944503;0,850431579053377;Promoter (<=1kb);2;150310937;150362733;51797;2;69277;ENSMUST00000124945.7;0;3300002I08Rik;chr2_150362722_150362877
ENSMUST00000193559;chr3;82357866;82358111;246;*;54,5272427270064;-9,33051534552768;3,71994137445428;-2,50824257866066;0,0121333339236373;0,850431579053377;Promoter (<=1kb);3;82358044;82383592;25549;1;213582;ENSMUST00000193559.5;0;Map9;chr3_82357866_82358111
ENSMUST00000161302;chr14;10453036;10453274;239;*;36,421415066375;-8,8742762419599;3,54085370965127;-2,50625328512482;0,01220181779552;0,850431579053377;Promoter (<=1kb);14;9550092;10453458;903367;2;14198;ENSMUST00000161302.7;184;Fhit;chr14_10453036_10453274
ENSMUST00000025702;chr19;6132528;6132707;180;*;44,6487235877615;9,30764708613736;3,71859378741841;2,50300183839093;0,0123144904423486;0,850431579053377;Downstream (1-2kb);19;6119399;6128304;8906;2;69024;ENSMUST00000025702.13;-4224;Snx15;chr19_6132528_6132707
ENSMUST00000127215;chr8;84971088;84971241;154;*;51,9292973207201;9,30216316332822;3,71777653241339;2,5020770028073;0,0123467067583832;0,850431579053377;Promoter (<=1kb);8;84971456;84974311;2856;1;21672;ENSMUST00000127215.1;-215;Prdx2;chr8_84971088_84971241
ENSMUST00000210647;chr8;25785399;25785607;209;*;25,7543571106168;8,10174247628217;3,23967725238436;2,50078691336287;0,0123917712640757;0,850431579053377;Promoter (<=1kb);8;25785559;25794120;8562;1;67207;ENSMUST00000210647.1;0;Lsm1;chr8_25785399_25785607
ENSMUST00000159725;chr1;52800241;52800584;344;*;32,5268483752174;-8,86559958864855;3,545925590614;-2,50022155346848;0,0124115658906598;0,850431579053377;Promoter (<=1kb);1;52797066;52800371;3306;2;16329;ENSMUST00000159725.1;0;Inpp1;chr1_52800241_52800584
ENSMUST00000221962;chr12;71114013;71114224;212;*;22,1501070831148;-8,08901102156963;3,24290304327037;-2,49437337892535;0,0126179736527379;0,850431579053377;Promoter (2-3kb);12;71111470;71123127;11658;1;75266;ENSMUST00000221962.1;2543;Tomm20l;chr12_71114013_71114224
ENSMUST00000165937;chr2;163229210;163229407;198;*;45,8438619729898;-9,27705571951332;3,7199142194882;-2,49388968995895;0,0126351804537172;0,850431579053377;Intron (ENSMUST00000109428.8/269389, intron 1 of 8);2;163225454;163323102;97649;1;269389;ENSMUST00000165937.7;3756;Tox2;chr2_163229210_163229407
ENSMUST00000129800;chr15;75900018;75900211;194;*;56,1448543063133;9,25736752066531;3,71733055277433;2,49032669794628;0,0127625720403799;0,850431579053377;Promoter (1-2kb);15;75896676;75901255;4580;2;66656;ENSMUST00000129800.7;1044;Eef1d;chr15_75900018_75900211
ENSMUST00000109390;chr11;32256221;32256419;199;*;53,1607349172299;9,25736751000922;3,71763987935741;2,49011948720793;0,0127700155277108;0,850431579053377;Promoter (<=1kb);11;32231263;32256413;25151;2;17168;ENSMUST00000109390.7;0;Nprl3;chr11_32256221_32256419
ENSMUST00000034270;chr8;121588871;121589028;158;*;44,3655051226122;9,25744185906062;3,71875174269043;2,48939496358073;0,0127960722975558;0,850431579053377;Promoter (1-2kb);8;121590361;121598760;8400;1;67443;ENSMUST00000034270.16;-1333;Map1lc3b;chr8_121588871_121589028
ENSMUST00000100514;chr5;139389791;139389952;162;*;49,660861734937;9,25168036655681;3,71816185825306;2,48824035081238;0,0128376940352593;0,850431579053377;Promoter (<=1kb);5;139389785;139396414;6630;1;80290;ENSMUST00000100514.2;6;Gpr146;chr5_139389791_139389952
ENSMUST00000027131;chr1;46852567;46853129;563;*;19,3856000829781;-8,11070582920681;3,26046723192813;-2,4875900453109;0,0128611890903461;0,850431579053377;Promoter (<=1kb);1;46807544;46854046;46503;2;227059;ENSMUST00000027131.5;917;Slc39a10;chr1_46852567_46853129
ENSMUST00000054781;chr7;6410129;6410366;238;*;36,596496774042;-9,25323106388738;3,72097391358328;-2,48677665546345;0,0128906298116059;0,850431579053377;Promoter (<=1kb);7;6410277;6441691;31415;1;100042450;ENSMUST00000054781.6;0;Gm20715;chr7_6410129_6410366
ENSMUST00000217639;chr9;123481226;123481409;184;*;41,1122667976686;8,90542341209263;3,58321222547762;2,48531843823613;0,0129435594151234;0,850431579053377;Promoter (<=1kb);9;123480610;123516808;36199;1;29806;ENSMUST00000217639.1;616;Limd1;chr9_123481226_123481409
ENSMUST00000171347;chr13;60897400;60897671;272;*;59,1701158707701;-9,23792911026127;3,71866251441153;-2,48420744675271;0,0129840145507254;0,850431579053377;Promoter (<=1kb);13;60895362;60897405;2044;2;13025;ENSMUST00000171347.8;0;Ctla2b;chr13_60897400_60897671
ENSMUST00000037813;chr10;74966747;74967110;364;*;32,5024273264738;-9,24227874874341;3,72476617197378;-2,48130441537109;0,0130902526429279;0,850431579053377;Promoter (<=1kb);10;74967177;75016907;49731;1;14687;ENSMUST00000037813.4;-67;Gnaz;chr10_74966747_74967110
ENSMUST00000102881;chr11;17008615;17008771;157;*;34,2477134631886;-9,23216489651492;3,72406160951817;-2,47905804590311;0,0131729866629636;0,850431579053377;Promoter (<=1kb);11;16971206;17008702;37497;2;56193;ENSMUST00000102881.9;0;Plek;chr11_17008615_17008771
ENSMUST00000024840;chr17;68004155;68004382;228;*;37,9149928127797;-9,21688411352648;3,72104490107323;-2,47696127258989;0,0132506278912079;0,850431579053377;Promoter (<=1kb);17;67842713;68004120;161408;2;268970;ENSMUST00000024840.11;-35;Arhgap28;chr17_68004155_68004382
ENSMUST00000171172;chr17;46156823;46156977;155;*;45,9396595278758;9,21132395091802;3,71880784250922;2,47695614858733;0,0132508181219148;0,850431579053377;Distal Intergenic;17;46147387;46153553;6167;2;66591;ENSMUST00000171172.2;-3270;Mad2l1bp;chr17_46156823_46156977
ENSMUST00000050149;chr7;112225527;112225881;355;*;26,0172715469092;-8,78632985249613;3,54843648597329;-2,47611303942676;0,0132821517982983;0,850431579053377;Promoter (<=1kb);7;112225856;112355194;129339;1;320878;ENSMUST00000050149.11;0;Mical2;chr7_112225527_112225881
ENSMUST00000170984;chr12;91766336;91766551;216;*;32,4883280675717;-8,82044462933268;3,56352407507498;-2,47520276094868;0,0133160553024929;0,850431579053377;Intron (ENSMUST00000052969.14/108800, intron 1 of 6);12;91735054;91771170;36117;2;108800;ENSMUST00000170984.1;4619;Ston2;chr12_91766336_91766551
ENSMUST00000001592;chr11;100397720;100397983;264;*;31,4707126652048;-8,79713452527188;3,55979473175686;-2,47124769492825;0,0134642523871928;0,850431579053377;Promoter (<=1kb);11;100370619;100397749;27131;2;16480;ENSMUST00000001592.14;0;Jup;chr11_100397720_100397983
ENSMUST00000132836;chr15;103251709;103251872;164;*;47,1973059432697;9,18760471106969;3,71835185764369;2,47088093403077;0,0134780685535689;0,850431579053377;Promoter (<=1kb);15;103249069;103251687;2619;2;18022;ENSMUST00000132836.7;-22;Nfe2;chr15_103251709_103251872
ENSMUST00000131960;chr7;103826313;103826522;210;*;38,1714009187062;9,18756995777158;3,71997139177373;2,46979586404583;0,0135190173640148;0,850431579053377;Promoter (1-2kb);7;103826728;103827725;998;2;15129;ENSMUST00000131960.2;1203;Hbb-bs;chr7_103826313_103826522
ENSMUST00000123252;chr19;46455132;46455362;231;*;19,5612770388687;-8,0096283963669;3,2433353246646;-2,46956530687902;0,0135277323703459;0,850431579053377;Promoter (2-3kb);19;46457906;46475634;17729;1;24069;ENSMUST00000123252.1;-2544;Sufu;chr19_46455132_46455362
ENSMUST00000133984;chr13;91541081;91541284;204;*;43,848622630091;-9,17909340711397;3,7221391387242;-2,46608013967479;0,0136600768247777;0,850431579053377;Promoter (1-2kb);13;91539343;91657776;118434;1;66970;ENSMUST00000133984.1;1738;Ssbp2;chr13_91541081_91541284
ENSMUST00000139945;chr11;117830451;117830687;237;*;42,2975359478703;9,16957772134732;3,71932822300487;2,46538545983424;0,0136865926228214;0,850431579053377;Promoter (1-2kb);11;117832104;117835417;3314;1;71562;ENSMUST00000139945.7;-1417;Afmid;chr11_117830451_117830687
ENSMUST00000035612;chr14;70153639;70153927;289;*;13,9379436781363;-8,02139054204302;3,25626911292282;-2,46336843297421;0,0137638399638652;0,850431579053377;Promoter (<=1kb);14;70138168;70153811;15644;2;219158;ENSMUST00000035612.6;0;Ccar2;chr14_70153639_70153927
ENSMUST00000128405;chr11;102365094;102365460;367;*;44,6018166675806;9,16348889960685;3,72018244760443;2,46318266070729;0,0137709739275536;0,850431579053377;Promoter (<=1kb);11;102360195;102365247;5053;2;20533;ENSMUST00000128405.1;0;Slc4a1;chr11_102365094_102365460
ENSMUST00000067230;chr13;28953604;28953859;256;*;38,6642142436767;-9,16349307475717;3,72123370976961;-2,46248792455567;0,0137976818981599;0,850431579053377;Promoter (<=1kb);13;28948919;28953713;4795;2;20677;ENSMUST00000067230.5;0;Sox4;chr13_28953604_28953859
ENSMUST00000149049;chr11;48838211;48838524;314;*;18,9427529734596;-7,97603290842788;3,24313288967397;-2,45936049485463;0,0139184779364503;0,850431579053377;Promoter (<=1kb);11;48838514;48845547;7034;1;94089;ENSMUST00000149049.1;0;Trim7;chr11_48838211_48838524
ENSMUST00000061571;chr10;130279820;130280350;531;*;17,6207084633274;-8,00284171196362;3,25461673906909;-2,45891985249626;0,0139355724413158;0,850431579053377;Promoter (<=1kb);10;130268152;130280240;12089;2;11923;ENSMUST00000061571.4;0;Neurod4;chr10_130279820_130280350
ENSMUST00000020668;chr11;46454569;46454972;404;*;23,034522765658;-8,80753706190334;3,58348325904682;-2,45781448529666;0,0139785362112835;0,850431579053377;Promoter (<=1kb);11;46454935;46481255;26321;1;171285;ENSMUST00000020668.14;0;Havcr2;chr11_46454569_46454972
ENSMUST00000203574;chr6;66272327;66272522;196;*;22,983279529979;-8,75645587934126;3,56419967084089;-2,45678039616545;0,0140188353367234;0,850431579053377;Promoter (<=1kb);6;66272505;66284845;12341;1;102633773;ENSMUST00000203574.1;0;Gm31520;chr6_66272327_66272522
ENSMUST00000058178;chr6;67532732;67532990;259;*;44,0976750879356;-9,12478143402803;3,72028972597558;-2,45270720995667;0,0141785692480641;0,850431579053377;Promoter (2-3kb);6;67534062;67535796;1735;2;56753;ENSMUST00000058178.5;2806;Tacstd2;chr6_67532732_67532990
ENSMUST00000008537;chr16;8676305;8676484;180;*;31,5605065091964;8,7606199200661;3,57442138174301;2,45091973901357;0,0142491721802842;0,850431579053377;Distal Intergenic;16;8658580;8672155;13576;2;52502;ENSMUST00000008537.9;-4150;Carhsp1;chr16_8676305_8676484
ENSMUST00000220138;chr10;80695223;80695475;253;*;38,1208112306838;-9,10910800115111;3,72277069905742;-2,4468624950383;0,0144105805193384;0,850431579053377;Promoter (1-2kb);10;80691218;80693736;2519;2;208228;ENSMUST00000220138.1;-1487;Mob3a;chr10_80695223_80695475
ENSMUST00000193675;chr2;13574048;13574354;307;*;29,409975526375;-8,62962009722806;3,52758524848755;-2,44632503237958;0,0144320827669659;0,850431579053377;Promoter (<=1kb);2;13574281;13582825;8545;1;22352;ENSMUST00000193675.1;0;Vim;chr2_13574048_13574354
ENSMUST00000236460;chr18;80193929;80194133;205;*;39,2293125976476;9,10158641419502;3,7206277047656;2,4462502395865;0,0144350772409379;0,850431579053377;Promoter (1-2kb);18;80192659;80195203;2545;2;68731;ENSMUST00000236460.1;1070;Rbfa;chr18_80193929_80194133
ENSMUST00000031937;chr6;40890861;40891466;606;*;45,5079671832251;-9,07182327427611;3,72172619150823;-2,43753108301601;0,0147879428083538;0,850431579053377;5' UTR;6;40878794;40887494;8701;2;194357;ENSMUST00000031937.3;-3367;Moxd2;chr6_40890861_40891466
ENSMUST00000147914;chr10;59875528;59875704;177;*;42,0497493612403;9,06319662362042;3,71963137707798;2,43658462488296;0,0148266997576422;0,850431579053377;Distal Intergenic;10;59879556;59899302;19747;1;56709;ENSMUST00000147914.7;-3852;Dnajb12;chr10_59875528_59875704
ENSMUST00000076807;chr18;37806244;37806464;221;*;28,3939507105504;-8,59703080839161;3,52934793637175;-2,43586944766618;0,0148560452230577;0,850431579053377;Promoter (<=1kb);18;37806410;37841873;35464;1;93706;ENSMUST00000076807.6;0;Pcdhgc3;chr18_37806244_37806464
ENSMUST00000187007;chr6;72099425;72099667;243;*;25,5716665068386;9,06970367753212;3,72734551942566;2,4332876118578;0,0149624105538698;0,850431579053377;Promoter (1-2kb);6;72097757;72147150;49394;1;20454;ENSMUST00000187007.2;1668;St3gal5;chr6_72099425_72099667
